[2026-03-06T05:46:00.393527][INFO] 配置已更新: console_log=error retry_mode=polling
[2026-03-06T06:00:37.826648][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.95.106) 175ms
[2026-03-06T06:00:37.826694][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.186.91) 177ms
[2026-03-06T06:00:37.826734][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.229.85) 175ms
[2026-03-06T06:00:37.827276][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.228.72) 175ms
[2026-03-06T06:00:37.827318][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.94.121) 180ms
[2026-03-06T06:00:37.827351][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.184.240) 177ms
[2026-03-06T06:00:37.827384][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.185.104) 177ms
[2026-03-06T06:00:37.829265][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.184.243) 179ms
[2026-03-06T06:00:37.829314][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.186.72) 180ms
[2026-03-06T06:00:37.829354][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.229.30) 178ms
[2026-03-06T06:00:37.829385][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.92.52) 184ms
[2026-03-06T06:00:37.830477][DEBUG] ✓ TCP://tracker.ghostchu-services.top:80 (104.21.18.88) 177ms
[2026-03-06T06:00:37.831707][DEBUG] ✓ TCP://tracker.ghostchu-services.top:80 (2606:4700:3034::ac43:b584) 179ms
[2026-03-06T06:00:37.838719][DEBUG] ✓ UDP://tracker.xn--djrq4gl4hvoi.top:80 (154.201.75.73) 173ms
[2026-03-06T06:00:37.841489][DEBUG] ✓ UDP://tracker.gmi.gd:6969 (209.141.59.25) 192ms
[2026-03-06T06:00:37.841926][DEBUG] ✓ UDP://tracker.t-1.org:6969 (107.189.7.165) 194ms
[2026-03-06T06:00:37.849116][DEBUG] ✓ UDP://tracker.torrent.eu.org:451 (89.234.156.205) 208ms
[2026-03-06T06:00:37.857479][DEBUG] ✓ UDP://open.dstud.io:6969 (212.8.249.30) 183ms
[2026-03-06T06:00:37.857773][DEBUG] ✓ TCP://lucke.fenesisu.moe:6969 (207.211.184.229) 213ms
[2026-03-06T06:00:37.861268][DEBUG] ✓ UDP://tracker.opentorrent.top:6969 (81.230.84.201) 198ms
[2026-03-06T06:00:37.862331][DEBUG] ✓ TCP://tracker.mywaifu.best:6969 (95.217.167.10) 222ms
[2026-03-06T06:00:37.869201][DEBUG] ✓ UDP://176.123.1.180:6969 (176.123.1.180) 220ms
[2026-03-06T06:00:37.870402][DEBUG] ✓ UDP://tracker.gmi.gd:6969 (2605:6400:20:6c::) 220ms
[2026-03-06T06:00:37.877613][DEBUG] ✓ UDP://tracker.fnix.net:6969 (2a04:52c0:129:4157::a80) 239ms
[2026-03-06T06:00:37.881495][DEBUG] ✓ UDP://tracker.therarbg.to:6969 (84.54.51.78) 218ms
[2026-03-06T06:00:37.891871][DEBUG] ✓ UDP://tracker.fnix.net:6969 (5.255.124.190) 252ms
[2026-03-06T06:00:37.892497][DEBUG] ✓ TCP://ttk2.nbaonlineservice.com:80 (54.39.48.3) 249ms
[2026-03-06T06:00:37.896071][DEBUG] ✓ UDP://tracker.opentrackr.org:1337 (93.158.213.92) 230ms
[2026-03-06T06:00:37.897499][DEBUG] ✓ UDP://udp.tracker.projectk.org:23333 (23.175.184.30) 231ms
[2026-03-06T06:00:37.899863][DEBUG] ✓ TCP://sukebei.tracker.wf:8888 (195.16.73.66) 262ms
[2026-03-06T06:00:37.904724][DEBUG] ✓ UDP://tracker.bluefrog.pw:2710 (88.80.22.67) 243ms
[2026-03-06T06:00:37.906437][DEBUG] ✓ UDP://tracker.torrent.eu.org:451 (2a03:7220:8083:cd00::1) 267ms
[2026-03-06T06:00:37.912605][DEBUG] ✓ UDP://51.81.222.188:6969 (51.81.222.188) 266ms
[2026-03-06T06:00:37.915900][DEBUG] ✓ UDP://www.torrent.eu.org:451 (2001:912:800:208::53) 272ms
[2026-03-06T06:00:37.924601][DEBUG] ✓ UDP://tracker.qu.ax:6969 (43.250.54.137) 250ms
[2026-03-06T06:00:37.925697][DEBUG] ✓ UDP://tracker.t-1.org:6969 (2605:6400:30:f8f3:1f:b20a:a8c1:1337) 271ms
[2026-03-06T06:00:37.926851][DEBUG] ✓ UDP://tracker.playground.ru:6969 (212.42.38.197) 273ms
[2026-03-06T06:00:37.928636][DEBUG] ✓ UDP://tracker.qu.ax:6969 (2406:4fc0:1002::137) 262ms
[2026-03-06T06:00:37.930136][DEBUG] ✓ UDP://tracker.plx.im:6969 (54.36.179.216) 250ms
[2026-03-06T06:00:37.934211][DEBUG] ✓ UDP://retracker.lanta.me:2710 (37.235.176.37) 285ms
[2026-03-06T06:00:37.942473][DEBUG] ✓ UDP://evan.im:6969 (74.119.150.221) 266ms
[2026-03-06T06:00:37.942972][DEBUG] ✓ TCP://tracker.dhitechnical.com:6969 (140.235.237.23) 291ms
[2026-03-06T06:00:37.948256][DEBUG] ✓ UDP://bittorrent-tracker.e-n-c-r-y-p-t.net:1337 (2605:6400:30:fad6::dead:c0d3) 278ms
[2026-03-06T06:00:37.952596][DEBUG] ✓ UDP://tracker.bittor.pw:1337 (34.66.57.33) 305ms
[2026-03-06T06:00:37.956483][DEBUG] ✓ UDP://tracker.bluefrog.pw:2710 (2a00:16b0:242:25::14) 294ms
[2026-03-06T06:00:37.971120][DEBUG] ✓ UDP://tracker.breizh.pm:6969 (82.67.183.86) 298ms
[2026-03-06T06:00:37.972426][DEBUG] ✓ TCP://tracker.moeblog.cn:443 (172.66.132.230) 156ms
[2026-03-06T06:00:37.976940][DEBUG] ✓ UDP://ns575949.ip-51-222-82.net:6969 (51.222.82.36) 314ms
[2026-03-06T06:00:37.978578][DEBUG] ✓ TCP://tracker.iochimari.moe:443 (104.21.53.179) 166ms
[2026-03-06T06:00:37.979840][DEBUG] ✓ TCP://tracker.iochimari.moe:443 (172.67.216.25) 168ms
[2026-03-06T06:00:37.985537][DEBUG] ✓ TCP://tracker.moeblog.cn:443 (104.21.56.230) 170ms
[2026-03-06T06:00:37.988561][DEBUG] ✓ TCP://tracker.moeblog.cn:443 (172.66.140.230) 174ms
[2026-03-06T06:00:37.989622][DEBUG] ✓ TCP://tracker.moeblog.cn:443 (172.67.187.230) 174ms
[2026-03-06T06:00:37.994443][DEBUG] ✓ TCP://tracker.iochimari.moe:443 (2606:4700:3034::ac43:d819) 181ms
[2026-03-06T06:00:37.994783][DEBUG] ✓ TCP://tracker.moeblog.cn:443 (2606:4700:3036::6815:3985) 178ms
[2026-03-06T06:00:37.996567][DEBUG] ✓ TCP://tracker.moeblog.cn:443 (2606:4700:3035::ac43:a410) 179ms
[2026-03-06T06:00:38.001670][DEBUG] ✓ UDP://2a03:94e0:ffff:185:243:218:0:213:80 (2a03:94e0:ffff:185:243:218:0:213) 339ms
[2026-03-06T06:00:38.015206][DEBUG] ✓ TCP://tracker.iochimari.moe:443 (2606:4700:3035::6815:35b3) 201ms
[2026-03-06T06:00:38.030933][DEBUG] ✓ UDP://tracker.breizh.pm:6969 (2a01:e0a:ebd:2640:ba27:ebff:fe2c:db88) 357ms
[2026-03-06T06:00:38.053134][DEBUG] ✓ TCP://2c0f:f4c0::108:80 (2c0f:f4c0::108) 409ms
[2026-03-06T06:00:38.102250][DEBUG] ✓ UDP://44.30.4.70:6969 (44.30.4.70) 285ms
[2026-03-06T06:00:38.148944][DEBUG] ✓ UDP://open.demonii.com:1337 (2a06:1280:f115::2) 335ms
[2026-03-06T06:00:47.943061][DEBUG] ✓ UDP://tracker.1h.is:1337 (2605:6400:30:f922:35d4:58f4:75eb:1337) 249ms
[2026-03-06T06:00:47.994056][DEBUG] ✓ UDP://tracker.bittor.pw:1337 (2600:1900:4001:4b5:8000::) 315ms
[2026-03-06T06:00:48.109398][DEBUG] ✓ UDP://tracker.srv00.com:6969 (91.186.213.204) 291ms
[2026-03-06T06:00:52.827393][ERROR] ✗ UDP://t.overflow.biz:6969 (187.56.163.25) 离线 | 超时(>5s)
[2026-03-06T06:00:57.847089][DEBUG] ✓ UDP://uabits.today:6990 (163.5.63.253) 170ms
[2026-03-06T06:00:57.889003][DEBUG] ✓ UDP://2001:41d0:2:52b1::1:6969 (2001:41d0:2:52b1::1) 225ms
[2026-03-06T06:00:58.015779][DEBUG] ✓ UDP://open.demonii.com:1337 (185.121.168.96) 198ms
[2026-03-06T06:00:58.085441][DEBUG] ✓ UDP://tracker.srv00.com:6969 (147.45.77.75) 267ms
[2026-03-06T06:01:02.669952][ERROR] ✗ UDP://d40969.acod.regrucolo.ru:6969 (176.99.7.59) 离线 | 超时(>5s)
[2026-03-06T06:01:02.701525][ERROR] ✗ UDP://tracker.ixuexi.click:6969 (173.201.36.219) 离线 | 超时(>5s)
[2026-03-06T06:01:12.678853][DEBUG] ✓ UDP://bt.rer.lol:6969 (2408:8248:412:cf90::1) 1ms
[2026-03-06T06:01:12.699240][DEBUG] ✓ UDP://tracker.iperson.xyz:6969 (120.78.150.131) 21ms
[2026-03-06T06:01:12.978499][DEBUG] ✓ UDP://torrentvpn.club:6990 (31.57.241.202) 302ms
[2026-03-06T06:01:13.126170][DEBUG] ✓ UDP://tracker.ixuexi.click:6969 (2a01:7a7:2:3ed6:225:90ff:fefb:3dfc) 309ms
[2026-03-06T06:01:42.734078][DEBUG] ✓ UDP://speedtest.iperson.xyz:6969 (240e:355:7f1f:d900:e2e1:a9ff:fe1a:1f93) 41ms
[2026-03-06T06:01:42.858190][DEBUG] ✓ UDP://tracker.1h.is:1337 (107.189.4.235) 177ms
[2026-03-06T06:01:42.875921][DEBUG] ✓ UDP://bittorrent-tracker.e-n-c-r-y-p-t.net:1337 (107.189.2.131) 198ms
[2026-03-06T06:01:42.924666][DEBUG] ✓ UDP://tracker.riverarmy.xyz:6969 (18.232.197.8) 248ms
[2026-03-06T06:01:42.927649][DEBUG] ✓ UDP://udp.tracker.projectk.org:23333 (2602:f93b:131:a:be24:11ff:fe79:fff7) 236ms
[2026-03-06T06:01:47.675383][ERROR] ✗ UDP://tracker.waaa.moe:6969 (216.144.239.90) 离线 | 超时(>5s)
[2026-03-06T06:01:47.831149][ERROR] ✗ UDP://6ahddutb1ucc3cp.ru:6969 (185.189.13.108) 离线 | 超时(>5s)
[2026-03-06T06:01:47.831590][ERROR] ✗ UDP://bandito.byterunner.io:6969 (103.251.166.126) 离线 | 超时(>5s)
[2026-03-06T06:01:47.834389][INFO] 轮检完成 | 总:142 [v4:112 v6:30] | 在线:136 [v4:106 v6:30]
[2026-03-06T06:02:18.606006][DEBUG] ✓ TCP://ipv6.rer.lol:6969 (2408:8248:481:5b:5d95:b88b:f1ea:c8e7) 0ms
[2026-03-06T06:02:18.629181][DEBUG] ✓ UDP://bt.rer.lol:6969 (2408:8248:412:cf90::1) 5ms
[2026-03-06T06:02:18.644206][DEBUG] ✓ UDP://admin.52ywp.com:6969 (60.172.236.18) 34ms
[2026-03-06T06:02:18.650345][DEBUG] ✓ UDP://tracker.iperson.xyz:6969 (120.78.150.131) 24ms
[2026-03-06T06:02:18.679971][DEBUG] ✓ UDP://speedtest.iperson.xyz:6969 (240e:355:7f1f:d900:e2e1:a9ff:fe1a:1f93) 48ms
[2026-03-06T06:02:18.758210][DEBUG] ✓ TCP://207.241.226.111:6969 (207.241.226.111) 152ms
[2026-03-06T06:02:18.770017][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.93.241) 157ms
[2026-03-06T06:02:18.770941][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.94.79) 159ms
[2026-03-06T06:02:18.771457][DEBUG] ✓ TCP://tracker1.itzmx.com:8080 (104.19.22.29) 166ms
[2026-03-06T06:02:18.771828][DEBUG] ✓ TCP://tracker1.itzmx.com:8080 (104.19.22.25) 167ms
[2026-03-06T06:02:18.772253][DEBUG] ✓ TCP://tracker1.itzmx.com:8080 (104.19.22.31) 167ms
[2026-03-06T06:02:18.772794][DEBUG] ✓ TCP://tracker.renfei.net:8080 (2606:4700:3032::6815:3ab0) 165ms
[2026-03-06T06:02:18.773174][DEBUG] ✓ TCP://tracker1.itzmx.com:8080 (104.19.22.32) 170ms
[2026-03-06T06:02:18.774899][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.185.161) 162ms
[2026-03-06T06:02:18.775397][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.185.25) 162ms
[2026-03-06T06:02:18.775698][DEBUG] ✓ TCP://tracker1.itzmx.com:8080 (104.19.22.27) 171ms
[2026-03-06T06:02:18.776164][DEBUG] ✓ TCP://tracker1.itzmx.com:8080 (104.19.22.26) 172ms
[2026-03-06T06:02:18.776534][DEBUG] ✓ TCP://tracker1.itzmx.com:8080 (104.19.22.30) 172ms
[2026-03-06T06:02:18.776844][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.92.198) 164ms
[2026-03-06T06:02:18.778205][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.92.52) 168ms
[2026-03-06T06:02:18.778590][DEBUG] ✓ TCP://tracker1.itzmx.com:8080 (104.19.22.28) 175ms
[2026-03-06T06:02:18.779530][DEBUG] ✓ TCP://tracker1.itzmx.com:8080 (104.19.22.23) 175ms
[2026-03-06T06:02:18.780383][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.185.22) 168ms
[2026-03-06T06:02:18.780873][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.94.121) 170ms
[2026-03-06T06:02:18.781220][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.185.104) 166ms
[2026-03-06T06:02:18.781286][DEBUG] ✓ TCP://tracker.renfei.net:8080 (104.21.58.176) 175ms
[2026-03-06T06:02:18.781329][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (104.18.19.205) 170ms
[2026-03-06T06:02:18.782137][DEBUG] ✓ TCP://ipv4.rer.lol:2710 (211.97.119.76) 0ms
[2026-03-06T06:02:18.782793][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.228.40) 167ms
[2026-03-06T06:02:18.782852][DEBUG] ✓ TCP://tracker.renfei.net:8080 (2606:4700:3037::ac43:a266) 176ms
[2026-03-06T06:02:18.782894][DEBUG] ✓ TCP://tracker.renfei.net:8080 (172.67.162.102) 176ms
[2026-03-06T06:02:18.782938][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.184.212) 168ms
[2026-03-06T06:02:18.782984][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.184.195) 169ms
[2026-03-06T06:02:18.783814][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.94.224) 167ms
[2026-03-06T06:02:18.784114][DEBUG] ✓ TCP://tracker1.itzmx.com:8080 (104.19.22.24) 178ms
[2026-03-06T06:02:18.784435][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.186.137) 170ms
[2026-03-06T06:02:18.784781][DEBUG] ✓ TCP://tracker1.itzmx.com:8080 (104.19.22.22) 180ms
[2026-03-06T06:02:18.785332][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (104.25.73.167) 173ms
[2026-03-06T06:02:18.785385][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.229.177) 168ms
[2026-03-06T06:02:18.785683][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.93.55) 175ms
[2026-03-06T06:02:18.785721][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.94.165) 174ms
[2026-03-06T06:02:18.786889][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.95.106) 171ms
[2026-03-06T06:02:18.786940][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.229.85) 171ms
[2026-03-06T06:02:18.786985][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.94.237) 171ms
[2026-03-06T06:02:18.787895][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.229.166) 170ms
[2026-03-06T06:02:18.787943][DEBUG] ✓ TCP://tracker.ghostchu-services.top:80 (172.67.181.132) 168ms
[2026-03-06T06:02:18.787981][DEBUG] ✓ TCP://tracker.ghostchu-services.top:80 (104.21.18.88) 168ms
[2026-03-06T06:02:18.788023][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (2606:4700:3034::6815:36ba) 178ms
[2026-03-06T06:02:18.788105][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.91.155) 176ms
[2026-03-06T06:02:18.788144][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.94.171) 176ms
[2026-03-06T06:02:18.788340][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.185.23) 173ms
[2026-03-06T06:02:18.788398][DEBUG] ✓ UDP://d40969.acod.regrucolo.ru:6969 (176.99.7.59) 178ms
[2026-03-06T06:02:18.788436][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (2606:4700:3035::ac43:8d1a) 178ms
[2026-03-06T06:02:18.790117][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.184.243) 174ms
[2026-03-06T06:02:18.790497][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.95.29) 172ms
[2026-03-06T06:02:18.790559][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.91.151) 176ms
[2026-03-06T06:02:18.790613][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.228.79) 173ms
[2026-03-06T06:02:18.791175][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.92.83) 177ms
[2026-03-06T06:02:18.791227][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.184.240) 175ms
[2026-03-06T06:02:18.791271][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.187.177) 173ms
[2026-03-06T06:02:18.791308][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.186.72) 175ms
[2026-03-06T06:02:18.791340][DEBUG] ✓ UDP://tracker.gmi.gd:6969 (209.141.59.25) 176ms
[2026-03-06T06:02:18.791613][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.92.35) 178ms
[2026-03-06T06:02:18.792205][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.186.230) 177ms
[2026-03-06T06:02:18.792253][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.229.53) 175ms
[2026-03-06T06:02:18.794644][DEBUG] ✓ TCP://tracker.ghostchu-services.top:80 (2606:4700:3034::6815:1258) 175ms
[2026-03-06T06:02:18.794693][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.186.29) 181ms
[2026-03-06T06:02:18.794732][DEBUG] ✓ TCP://tracker.ghostchu-services.top:80 (2606:4700:3034::ac43:b584) 175ms
[2026-03-06T06:02:18.794765][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.230.4) 179ms
[2026-03-06T06:02:18.795806][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.229.30) 179ms
[2026-03-06T06:02:18.797141][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.228.72) 182ms
[2026-03-06T06:02:18.797471][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.93.3) 185ms
[2026-03-06T06:02:18.797886][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.186.91) 185ms
[2026-03-06T06:02:18.798678][DEBUG] ✓ UDP://tracker.fnix.net:6969 (5.255.124.190) 194ms
[2026-03-06T06:02:18.799007][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (172.64.185.38) 184ms
[2026-03-06T06:02:18.799835][DEBUG] ✓ TCP://tracker.zhuqiy.com:443 (162.159.229.39) 183ms
[2026-03-06T06:02:18.804061][DEBUG] ✓ UDP://tracker.t-1.org:6969 (107.189.7.165) 189ms
[2026-03-06T06:02:18.806462][DEBUG] ✓ UDP://tracker.bluefrog.pw:2710 (88.80.22.67) 188ms
[2026-03-06T06:02:18.806822][DEBUG] ✓ UDP://tracker.1h.is:1337 (107.189.4.235) 191ms
[2026-03-06T06:02:18.809959][DEBUG] ✓ UDP://tracker.torrent.eu.org:451 (91.216.110.53) 204ms
[2026-03-06T06:02:18.810561][DEBUG] ✓ UDP://tracker.therarbg.to:6969 (84.54.51.78) 189ms
[2026-03-06T06:02:18.811474][DEBUG] ✓ TCP://lucke.fenesisu.moe:6969 (207.211.184.229) 202ms
[2026-03-06T06:02:18.815943][DEBUG] ✓ UDP://tracker.torrent.eu.org:451 (89.234.156.205) 209ms
[2026-03-06T06:02:18.817125][DEBUG] ✓ UDP://open.dstud.io:6969 (212.8.249.30) 191ms
[2026-03-06T06:02:18.822792][DEBUG] ✓ UDP://bittorrent-tracker.e-n-c-r-y-p-t.net:1337 (107.189.2.131) 192ms
[2026-03-06T06:02:18.824026][DEBUG] ✓ UDP://tracker.gmi.gd:6969 (2605:6400:20:6c::) 211ms
[2026-03-06T06:02:18.824620][DEBUG] ✓ UDP://tracker.opentrackr.org:1337 (93.158.213.92) 200ms
[2026-03-06T06:02:18.825056][DEBUG] ✓ UDP://tracker.opentorrent.top:6969 (81.230.84.201) 204ms
[2026-03-06T06:02:18.832653][DEBUG] ✓ UDP://tracker.playground.ru:6969 (212.42.38.197) 219ms
[2026-03-06T06:02:18.843113][DEBUG] ✓ UDP://176.123.1.180:6969 (176.123.1.180) 232ms
[2026-03-06T06:02:18.849067][DEBUG] ✓ UDP://www.torrent.eu.org:451 (91.216.110.53) 241ms
[2026-03-06T06:02:18.854507][DEBUG] ✓ UDP://tracker.fnix.net:6969 (2a04:52c0:129:4157::a80) 249ms
[2026-03-06T06:02:18.854876][DEBUG] ✓ UDP://udp.tracker.projectk.org:23333 (23.175.184.30) 225ms
[2026-03-06T06:02:18.860568][DEBUG] ✓ UDP://tracker.bittor.pw:1337 (34.66.57.33) 241ms
[2026-03-06T06:02:18.865238][DEBUG] ✓ UDP://evan.im:6969 (74.119.150.221) 234ms
[2026-03-06T06:02:18.865611][DEBUG] ✓ UDP://udp.tracker.projectk.org:23333 (2602:f93b:131:a:be24:11ff:fe79:fff7) 235ms
[2026-03-06T06:02:18.865672][DEBUG] ✓ UDP://tracker.torrent.eu.org:451 (2a03:7220:8083:cd00::1) 261ms
[2026-03-06T06:02:18.867654][DEBUG] ✓ TCP://ttk2.nbaonlineservice.com:80 (54.39.48.3) 259ms
[2026-03-06T06:02:18.874697][DEBUG] ✓ UDP://www.torrent.eu.org:451 (2001:912:800:208::53) 266ms
[2026-03-06T06:02:18.875462][DEBUG] ✓ UDP://51.81.222.188:6969 (51.81.222.188) 265ms
[2026-03-06T06:02:18.880606][DEBUG] ✓ UDP://tracker.qu.ax:6969 (43.250.54.137) 255ms
[2026-03-06T06:02:18.881629][DEBUG] ✓ UDP://2a03:94e0:ffff:185:243:218:0:213:80 (2a03:94e0:ffff:185:243:218:0:213) 261ms
[2026-03-06T06:02:18.882138][DEBUG] ✓ UDP://bittorrent-tracker.e-n-c-r-y-p-t.net:1337 (2605:6400:30:fad6::dead:c0d3) 251ms
[2026-03-06T06:02:18.885785][DEBUG] ✓ TCP://sukebei.tracker.wf:8888 (195.16.73.66) 283ms
[2026-03-06T06:02:18.887312][DEBUG] ✓ UDP://retracker.lanta.me:2710 (37.235.176.37) 276ms
[2026-03-06T06:02:18.887820][DEBUG] ✓ UDP://tracker.qu.ax:6969 (2406:4fc0:1002::137) 262ms
[2026-03-06T06:02:18.889483][DEBUG] ✓ UDP://tracker.breizh.pm:6969 (82.67.183.86) 265ms
[2026-03-06T06:02:18.892978][DEBUG] ✓ UDP://ns575949.ip-51-222-82.net:6969 (51.222.82.36) 273ms
[2026-03-06T06:02:18.896109][DEBUG] ✓ UDP://tracker.ixuexi.click:6969 (173.201.36.219) 250ms
[2026-03-06T06:02:18.896469][DEBUG] ✓ UDP://tracker.1h.is:1337 (2605:6400:30:f922:35d4:58f4:75eb:1337) 280ms
[2026-03-06T06:02:18.906050][DEBUG] ✓ UDP://tracker.plx.im:6969 (54.36.179.216) 272ms
[2026-03-06T06:02:18.906441][DEBUG] ✓ TCP://tracker.dhitechnical.com:6969 (140.235.237.23) 289ms
[2026-03-06T06:02:18.920159][DEBUG] ✓ UDP://tracker.waaa.moe:6969 (216.144.239.90) 303ms
[2026-03-06T06:02:18.932072][DEBUG] ✓ UDP://tracker.bluefrog.pw:2710 (2a00:16b0:242:25::14) 314ms
[2026-03-06T06:02:18.935893][DEBUG] ✓ TCP://tracker.iochimari.moe:443 (104.21.53.179) 162ms
[2026-03-06T06:02:18.945013][DEBUG] ✓ TCP://tracker.moeblog.cn:443 (172.66.132.230) 167ms
[2026-03-06T06:02:18.948162][DEBUG] ✓ TCP://tracker.moeblog.cn:443 (172.66.140.230) 171ms
[2026-03-06T06:02:18.951920][DEBUG] ✓ TCP://tracker.moeblog.cn:443 (172.67.187.230) 173ms
[2026-03-06T06:02:18.953424][DEBUG] ✓ TCP://tracker.iochimari.moe:443 (2606:4700:3035::6815:35b3) 177ms
[2026-03-06T06:02:18.953784][DEBUG] ✓ TCP://tracker.iochimari.moe:443 (2606:4700:3034::ac43:d819) 178ms
[2026-03-06T06:02:18.956361][DEBUG] ✓ TCP://tracker.moeblog.cn:443 (2606:4700:3036::6815:3985) 177ms
[2026-03-06T06:02:18.957218][DEBUG] ✓ TCP://tracker.moeblog.cn:443 (104.21.56.230) 180ms
[2026-03-06T06:02:18.957650][DEBUG] ✓ TCP://tracker.moeblog.cn:443 (2606:4700:3035::ac43:a410) 177ms
[2026-03-06T06:02:18.957930][DEBUG] ✓ TCP://tracker.iochimari.moe:443 (172.67.216.25) 184ms
[2026-03-06T06:02:18.986768][DEBUG] ✓ TCP://tracker.mywaifu.best:6969 (95.217.167.10) 381ms
[2026-03-06T06:02:19.016003][DEBUG] ✓ TCP://2c0f:f4c0::108:80 (2c0f:f4c0::108) 407ms
[2026-03-06T06:02:19.055107][DEBUG] ✓ UDP://44.30.4.70:6969 (44.30.4.70) 277ms
[2026-03-06T06:02:19.190710][DEBUG] ✓ UDP://t.overflow.biz:6969 (187.56.163.25) 418ms
[2026-03-06T06:02:28.883483][DEBUG] ✓ UDP://tracker.riverarmy.xyz:6969 (18.232.197.8) 241ms
[2026-03-06T06:02:29.135471][DEBUG] ✓ UDP://6ahddutb1ucc3cp.ru:6969 (185.189.13.108) 368ms
[2026-03-06T06:02:33.702294][ERROR] ✗ UDP://bandito.byterunner.io:6969 (103.251.166.126) 离线 | 超时(>5s)
[2026-03-06T06:02:38.879873][DEBUG] ✓ UDP://tracker.bittor.pw:1337 (2600:1900:4001:4b5:8000::) 252ms
[2026-03-06T06:02:53.813660][DEBUG] ✓ UDP://uabits.today:6990 (163.5.63.253) 171ms
[2026-03-06T06:02:53.823153][DEBUG] ✓ UDP://tracker.xn--djrq4gl4hvoi.top:80 (154.201.75.73) 180ms
[2026-03-06T06:02:53.999842][DEBUG] ✓ UDP://2001:41d0:2:52b1::1:6969 (2001:41d0:2:52b1::1) 356ms
[2026-03-06T06:02:54.036708][DEBUG] ✓ UDP://tracker.srv00.com:6969 (91.186.213.204) 254ms
[2026-03-06T06:02:54.091617][DEBUG] ✓ UDP://open.demonii.com:1337 (2a06:1280:f115::2) 308ms
[2026-03-06T06:03:23.820904][DEBUG] ✓ UDP://torrentvpn.club:6990 (31.57.241.202) 178ms
